Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Columbus,Franklin_OH,OH,89,45,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Los Gatos,Santa Cruz_CA,CA,51.1,68,10,5.8,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Conshohocken,Montgomery_PA,PA,78.8,61,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Granada Hills,Los Angeles_CA,CA,48,58,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Grayslake,Lake_IL,IL,16,88,0.8,8.1,0,Light Snow,FALSE,FALSE,TRUE,day
2,Maupin,Wasco_OR,OR,62,48,10,8,0,Fair,FALSE,FALSE,FALSE,night
3,Warren,Macomb_MI,MI,71.1,45,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,82.9,47,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,84,47,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Lakeside,San Diego_CA,CA,78.8,54,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Conway,Horry_SC,SC,46.4,81,5,4.6,0,Haze,FALSE,FALSE,TRUE,day
2,Myrtle Beach,Horry_SC,SC,66.9,87,10,6.9,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Wells,Elko_NV,NV,33,92,1,3,0.02,Light Snow,FALSE,FALSE,FALSE,twilight
2,Chantilly,Loudoun_VA,VA,39,49,10,15,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Hermitage,Davidson_TN,TN,77,74,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,77,84,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Tucson,Pima_AZ,AZ,50.4,23,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Sacramento,Sacramento_CA,CA,78,37,10,13,0,Light Rain,TRUE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,57,74,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Atlanta,Fulton_GA,GA,73,84,8,9.2,0.02,Light Rain,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,46.9,83,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Orlando,Orange_FL,FL,75.9,87,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,91.4,49,10,6.9,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Seattle,King_WA,WA,41,100,4,4.6,0,Overcast,TRUE,FALSE,FALSE,twilight
3,Grand Rapids,Kent_MI,MI,47,37,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Metuchen,Middlesex_NJ,NJ,39.6,34,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Lake Villa,Lake_IL,IL,30,88,2,15,0.03,Light Snow,FALSE,FALSE,FALSE,twilight
2,Nicolaus,Sutter_CA,CA,48.2,82,10,18.4,0,Overcast,FALSE,FALSE,FALSE,night
3,Knightdale,Wake_NC,NC,86,58,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,80.1,43,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Tacoma,Pierce_WA,WA,46,83,10,0,0,Overcast,TRUE,FALSE,FALSE,twilight
3,Dallas,Dallas_TX,TX,64.4,88,5,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Glendora,Los Angeles_CA,CA,82.4,20,10,12.7,0,Clear,TRUE,FALSE,FALSE,day
2,Redwood City,San Mateo_CA,CA,37.4,100,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
4,Saint Petersburg,Pinellas_FL,FL,85,48,10,5,0,Fair,FALSE,FALSE,TRUE,day
2,Wichita Falls,Wichita_TX,TX,73.4,93,10,9.2,0.02,Rain,FALSE,FALSE,FALSE,day
2,Harleysville,Montgomery_PA,PA,73,57,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Thonotosassa,Hillsborough_FL,FL,82.4,84,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Kalamazoo,Kalamazoo_MI,MI,73,64,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Tuscaloosa,Tuscaloosa_AL,AL,75,33,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Davison,Genesee_MI,MI,-4,65,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,39.2,26,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,North Chesterfield,Chesterfield_VA,VA,41,100,0.25,0,0,Light Rain,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,41,93,7,0,0.02,Light Rain,FALSE,FALSE,FALSE,twilight
2,Boston,Suffolk_MA,MA,15.1,32,10,18.4,0,Clear,FALSE,FALSE,TRUE,night
2,Rochelle Park,Bergen_NJ,NJ,91,55,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
3,Greer,Spartanburg_SC,SC,88,57,10,7,0,Fair,FALSE,FALSE,TRUE,day
2,Livermore,Alameda_CA,CA,53,80,10,9,0,Fair,FALSE,FALSE,FALSE,day
3,Queens Village,Queens_NY,NY,65,73,10,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Aliso Viejo,Orange_CA,CA,78.1,52,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,54,62,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Petaluma,Sonoma_CA,CA,59,88,9,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,71,68,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,30,69,10,3.5,0,Clear,FALSE,FALSE,TRUE,twilight
3,Minneapolis,Hennepin_MN,MN,59,33,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Miamisburg,Montgomery_OH,OH,38,65,10,6,0,Fair,FALSE,FALSE,FALSE,twilight
2,Grand Rapids,Kent_MI,MI,44.1,43,10,20.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,59,46,10,4.6,0,Clear,FALSE,FALSE,TRUE,night
2,New York,New York_NY,NY,48.9,83,10,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Branford,New Haven_CT,CT,87.1,55,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Denver,Denver_CO,CO,89.6,12,40,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,64,38,10,15,0,Fair,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,52,82,10,20,0,Cloudy,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,81,27,10,13,0,Fair,FALSE,FALSE,TRUE,day
3,Lakeville,Dakota_MN,MN,27,93,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,82.4,35,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
3,Brooklyn,Kings_NY,NY,75.9,79,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Galeton,Potter_PA,PA,30,100,2,9,0.02,Wintry Mix,FALSE,FALSE,FALSE,day
3,Albany,Albany_NY,NY,30.9,52,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Gurnee,Lake_IL,IL,16,52,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,West Palm Beach,Palm Beach_FL,FL,79,82,10,24,0,Partly Cloudy / Windy,FALSE,FALSE,FALSE,night
2,Vacaville,Solano_CA,CA,42.1,43,10,8.1,0,Clear,TRUE,FALSE,FALSE,twilight
3,Dallas,Dallas_TX,TX,61,63,10,17,0,Fair,FALSE,FALSE,FALSE,day
2,Dixon,Solano_CA,CA,55.4,82,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,63,81,10,0,0,Cloudy,FALSE,FALSE,FALSE,day
2,Oxnard,Ventura_CA,CA,64.9,90,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Miami,Miami-Dade_FL,FL,91.9,54,10,15,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
4,Evansville,Rock_WI,WI,80.6,51,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Piedmont,Greenville_SC,SC,48.2,100,3,5.8,0,Rain,FALSE,FALSE,FALSE,twilight
2,North Fort Myers,Lee_FL,FL,66.9,100,5,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,80,76,10,20,0.08,Light Rain,FALSE,FALSE,FALSE,day
3,Carson,Los Angeles_CA,CA,75.2,38,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,98.1,40,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Wixom,Oakland_MI,MI,59,41,10,12.7,0,Overcast,FALSE,FALSE,FALSE,night
2,San Diego,San Diego_CA,CA,69,73,10,7,0,Fair,FALSE,FALSE,FALSE,twilight
3,West Columbia,Lexington_SC,SC,44.1,100,1,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,78.1,84,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
4,Philadelphia,Jefferson_NY,NY,14.4,70,10,13.8,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Providence,Providence_RI,RI,50,52,10,5,0,Cloudy,TRUE,FALSE,FALSE,day
2,Omaha,Douglas_NE,NE,67.1,35,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
3,Spartanburg,Spartanburg_SC,SC,71.6,88,10,6.9,0,Overcast,TRUE,FALSE,FALSE,day
2,Dendron,Surry_VA,VA,46.9,61,7,9.2,0,Clear,FALSE,FALSE,FALSE,day
4,Lore City,Guernsey_OH,OH,68,90,1,0,0,Fog,FALSE,FALSE,FALSE,night
2,Hoffman Estates,Cook_IL,IL,35,85,10,7,0,Cloudy,TRUE,FALSE,FALSE,twilight
2,Savannah,Chatham_GA,GA,41,75,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Downey,Los Angeles_CA,CA,72,31,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Elk River,Sherburne_MN,MN,33,95,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,73.4,94,2.2,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Sherman Oaks,Los Angeles_CA,CA,91,10,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
3,Saint Paul,Dakota_MN,MN,25,66,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,53,71,10,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Long Beach,Los Angeles_CA,CA,72,71,10,6,0,Fair,TRUE,FALSE,FALSE,night
2,Tampa,Hillsborough_FL,FL,73.4,83,10,0,0,Overcast,FALSE,FALSE,TRUE,day
2,San Jose,Santa Clara_CA,CA,68,52,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Arroyo Grande,San Luis Obispo_CA,CA,61,100,1,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Lafayette,Lafayette_LA,LA,78,93,4,17,3.35,Heavy T-Storm,FALSE,FALSE,FALSE,twilight
2,Vacaville,Solano_CA,CA,90,22,10,3.5,0,Clear,TRUE,FALSE,FALSE,day
2,New Orleans,Orleans_LA,LA,57.9,72,10,10.4,0,Clear,FALSE,FALSE,FALSE,twilight
2,Seattle,King_WA,WA,57.9,67,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Mesquite,Dallas_TX,TX,72.5,97,7,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Stockton,San Joaquin_CA,CA,98.1,17,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Morgan,Morgan_UT,UT,36.9,99,10,0,0.06,Light Rain,FALSE,FALSE,FALSE,twilight
3,Quincy,Norfolk_MA,MA,37,86,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Fort Myers,Lee_FL,FL,63,34,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Henderson,Vance_NC,NC,77,77,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Burlington,Middlesex_MA,MA,55.9,80,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,North Wales,Montgomery_PA,PA,32,100,2,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Seattle,King_WA,WA,52,71,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Brighton,Livingston_MI,MI,38,70,10,13,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Fort Lee,Bergen_NJ,NJ,66,68,10,17.3,0,Clear,FALSE,FALSE,FALSE,day
2,Aberdeen,Harford_MD,MD,64.9,60,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,Denver,Denver_CO,CO,73,27,10,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Lexington,Lexington_SC,SC,81,54,8,18,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,80.6,79,9,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Ft Mitchell,Kenton_KY,KY,71.1,96,7,18.4,0,Light Rain,TRUE,FALSE,FALSE,day
3,Centreville,Fairfax County_VA,VA,86,49,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Ashburn,Loudoun_VA,VA,55.4,72,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Cherry Hill,Camden_NJ,NJ,57.9,33,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,60.1,96,2.5,27.6,0.11,Light Rain,FALSE,FALSE,FALSE,day
3,Austin,Travis_TX,TX,92,39,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,53.1,93,6,0,0,Rain,FALSE,FALSE,FALSE,night
2,El Monte,Los Angeles_CA,CA,55.4,100,5,3.5,0,Rain,FALSE,FALSE,FALSE,night
2,Auburn,Worcester_MA,MA,78.8,65,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Pleasanton,Alameda_CA,CA,93.9,14,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Downers Grove,DuPage_IL,IL,76.5,85,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
4,Lebanon,New London_CT,CT,72,68,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,66.9,73,10,0,0,Clear,FALSE,FALSE,TRUE,night
2,Salem,Marion_OR,OR,56,49,10,15,0,Fair,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,81,44,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Spokane,Spokane_WA,WA,79,25,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Portland,Multnomah_OR,OR,43,100,10,15,0.02,Light Rain,TRUE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,84.9,65,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Henrico,Henrico_VA,VA,32,42,10,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,twilight
2,Cape Coral,Lee_FL,FL,91.9,58,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Stamford,Fairfield_CT,CT,84,38,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Lodi,San Joaquin_CA,CA,78,50,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Lincoln,Providence_RI,RI,67,32,10,10,0,Fair,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,57.9,67,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Bloomington,San Bernardino_CA,CA,81,30,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
3,Georgetown,Williamson_TX,TX,75.2,94,10,6.9,0.01,Light Rain,FALSE,FALSE,FALSE,day
2,Baldwin Park,Los Angeles_CA,CA,89,15,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Sloughhouse,Sacramento_CA,CA,82.4,30,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
3,Grand Prairie,Dallas_TX,TX,75.2,73,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Dothan,Houston_AL,AL,93,28,10,10,0,Fair,FALSE,FALSE,TRUE,day
2,Chicago,Cook_IL,IL,68,52,10,9,0,Partly Cloudy,TRUE,FALSE,FALSE,night
2,San Antonio,Bexar_TX,TX,50.2,82,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Huntersville,Mecklenburg_NC,NC,33.8,87,10,0,0,Clear,FALSE,FALSE,TRUE,night
2,West Chicago,Dupage_IL,IL,73,73,8,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Fairfax,Fairfax County_VA,VA,80.1,76,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Ogden,Weber_UT,UT,59,35,10,12,0,Cloudy,FALSE,FALSE,FALSE,day
2,Myrtle Beach,Horry_SC,SC,48,50,10,8,0,Fair,FALSE,FALSE,FALSE,twilight
3,Arlington,Tarrant_TX,TX,102,28,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,80.1,87,10,4.6,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Studio City,Los Angeles_CA,CA,66,84,10,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Bedford,Hillsborough_NH,NH,36,48,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,77,29,10,17.3,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,82.9,63,10,0,0.05,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Leandro,Alameda_CA,CA,66,63,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Mobile,Mobile_AL,AL,60.1,49,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,91,47,10,16.1,0,Clear,FALSE,TRUE,FALSE,day
2,Santa Barbara,Santa Barbara_CA,CA,68,70,9,10,0,Fair,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,64,84,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,45,46,10,15,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Lexington,Lexington_SC,SC,80,76,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Auburn,King_WA,WA,64,73,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,62.1,46,10,10.4,0,Overcast,FALSE,FALSE,TRUE,day
3,Seattle,King_WA,WA,68,61,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,61,39,10,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Williamston,Ingham_MI,MI,47.3,66,10,17.3,0,Overcast,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,66,78,7,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Oklahoma City,Oklahoma_OK,OK,39.9,79,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Denver,Denver_CO,CO,45,31,10,24,0,Mostly Cloudy / Windy,TRUE,FALSE,FALSE,twilight
3,Columbus,Franklin_OH,OH,26.6,86,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Indianapolis,Marion_IN,IN,73,93,3,11.5,0,Light Rain,FALSE,FALSE,FALSE,day
2,Newcastle,Placer_CA,CA,57.2,33,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Rolling Hills Estates,Los Angeles_CA,CA,57.2,77,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
3,Usaf Academy,El Paso_CO,CO,8,71,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Alamo,Contra Costa_CA,CA,73,46,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Chicago,Cook_IL,IL,21.9,75,6,9.2,0,Overcast,TRUE,FALSE,FALSE,twilight
2,Nashville,Davidson_TN,TN,42.1,35,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,46,93,6,3.5,0,Shallow Fog,FALSE,FALSE,FALSE,twilight
3,Redwood City,San Mateo_CA,CA,59,77,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,North Wales,Montgomery_PA,PA,89.6,49,10,4.6,0,Overcast,FALSE,FALSE,TRUE,day
3,Woodside,Queens_NY,NY,48,83,3,17,0.13,Rain,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,66,65,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Land O Lakes,Pasco_FL,FL,66,96,7,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,50,77,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Encino,Los Angeles_CA,CA,53.6,100,4,5.8,0.03,Light Rain,TRUE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,59,96,4,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Lakeside,San Diego_CA,CA,59,77,8,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
4,Bethesda,Montgomery_MD,MD,30,75,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,78.1,37,10,17.3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Nashville,Davidson_TN,TN,70,81,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,76,67,10,12,0,Fair,FALSE,FALSE,TRUE,day
4,Farmland,Randolph_IN,IN,73,90,6,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Knoxville,Knox_TN,TN,69,78,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,87,69,10,6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,59,75,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Kent,King_WA,WA,75,36,10,9.2,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
2,Cypress,Harris_TX,TX,95,44,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Spring Hill,Hernando_FL,FL,66.9,97,0.5,4.6,0,Fog,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,68,90,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,71.1,73,9,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Harrisburg,Dauphin_PA,PA,33.1,89,2,0,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,78.1,87,5,8.1,0.8,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,day
2,Exeter,Tulare_CA,CA,71.1,55,10,9.2,0,Clear,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,78.8,28,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Cleveland,Cuyahoga_OH,OH,70,87,5,7,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Montgomery,Montgomery_AL,AL,74,97,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,81,20,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,42.1,55,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Roslyn Heights,Nassau_NY,NY,73,44,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Deerfield Beach,Broward_FL,FL,77,79,6,12,0,Haze,FALSE,FALSE,FALSE,night
2,Lake City,Columbia_FL,FL,62.6,88,5,5.8,0,Haze,FALSE,FALSE,FALSE,night
2,Gardena,Los Angeles_CA,CA,55.9,37,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Oviedo,Seminole_FL,FL,57.9,72,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Tuscaloosa,Tuscaloosa_AL,AL,54,86,10,3,0,Fair,FALSE,FALSE,TRUE,night
2,Oklahoma City,Oklahoma_OK,OK,64,25,10,25.3,0,Clear,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,79,60,7,15,0,Light Rain with Thunder,FALSE,FALSE,FALSE,day
2,Lexington,Lexington_SC,SC,56,80,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Stewartsville,Warren_NJ,NJ,60,83,2,3,0,Haze,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,61,44,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,39.9,89,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Rancho Cordova,Sacramento_CA,CA,95,22,10,13.8,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,85,44,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,79,90,8,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Tucson,Pima_AZ,AZ,56.1,21,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Silver Lake,McLeod_MN,MN,6.3,86,10,17.3,0,Clear,FALSE,FALSE,FALSE,night
2,El Paso,El Paso_TX,TX,59,27,10,3,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Omaha,Douglas_NE,NE,88,57,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Gurnee,Lake_IL,IL,50,96,8,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Lexington,Fayette_KY,KY,7,70,6,15,0,Haze,FALSE,FALSE,FALSE,day
3,Philadelphia,Philadelphia_PA,PA,48,80,10,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,Johnstown,Weld_CO,CO,73.4,38,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Del Valle,Travis_TX,TX,81,85,8,9.2,0.04,Overcast,FALSE,FALSE,TRUE,day
2,Summerville,Berkeley_SC,SC,93,46,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Carrollton,Denton_TX,TX,35.6,52,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
3,Corona,Riverside_CA,CA,70,71,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Blue River,Linn_OR,OR,61,60,10,9,0,Cloudy,FALSE,FALSE,FALSE,day
3,Alexandria,Alexandria_VA,VA,44.1,25,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Fort Bend_TX,TX,84,72,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Salt Lake City,Salt Lake_UT,UT,55,51,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,70,68,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
